  0.0000000E+00  0.0000000E+00
  0.2020933E-01  0.1729377E-01
  0.3990048E-01  0.5233113E-01
  0.6010981E-01  0.8512879E-01
  0.7980096E-01  0.1100272E+00
  0.1000103E+00  0.1339422E+00
  0.1202196E+00  0.1592259E+00
  0.1399108E+00  0.1845998E+00
  0.1601201E+00  0.2104560E+00
  0.1798112E+00  0.2353722E+00
  0.2000206E+00  0.2608177E+00
  0.2202299E+00  0.2861534E+00
  0.2399211E+00  0.3107574E+00
  0.2601304E+00  0.3359946E+00
  0.2798215E+00  0.3604523E+00
  0.3000309E+00  0.3850694E+00
  0.3202402E+00  0.4088007E+00
  0.3399314E+00  0.4299222E+00
  0.3601407E+00  0.4496790E+00
  0.3798318E+00  0.4723293E+00
  0.4000412E+00  0.5011398E+00
  0.4202505E+00  0.5243261E+00
  0.4399416E+00  0.5319621E+00
  0.4601510E+00  0.5331318E+00
  0.4798421E+00  0.5448672E+00
  0.5000515E+00  0.5744262E+00
  0.5197426E+00  0.6123203E+00
  0.5399519E+00  0.6487281E+00
  0.5601613E+00  0.6763083E+00
  0.5798524E+00  0.6937835E+00
  0.6000617E+00  0.7030568E+00
  0.6197529E+00  0.7051299E+00
  0.6399622E+00  0.7020552E+00
  0.6601716E+00  0.6958575E+00
  0.6798627E+00  0.6889236E+00
  0.7000720E+00  0.6830698E+00
  0.7197632E+00  0.6794448E+00
  0.7399725E+00  0.6773755E+00
  0.7601819E+00  0.6784652E+00
  0.7798730E+00  0.6845861E+00
  0.8000823E+00  0.6936472E+00
  0.8197735E+00  0.7024556E+00
  0.8399828E+00  0.7159277E+00
  0.8601921E+00  0.7406441E+00
  0.8798833E+00  0.7725991E+00
  0.9000926E+00  0.8014500E+00
  0.9197838E+00  0.8188000E+00
  0.9399931E+00  0.8312083E+00
  0.9602024E+00  0.8494536E+00
  0.9798936E+00  0.8781990E+00
  0.1000103E+01  0.9160609E+00
  0.1019794E+01  0.9545844E+00
  0.1040003E+01  0.9899611E+00
  0.1060213E+01  0.1018234E+01
  0.1079904E+01  0.1038704E+01
  0.1100113E+01  0.1052602E+01
  0.1119804E+01  0.1058963E+01
  0.1140014E+01  0.1060093E+01
  0.1160223E+01  0.1060371E+01
  0.1179914E+01  0.1062471E+01
  0.1200123E+01  0.1066225E+01
  0.1219815E+01  0.1072102E+01
  0.1240024E+01  0.1082143E+01
  0.1260233E+01  0.1093964E+01
  0.1279924E+01  0.1101330E+01
  0.1300134E+01  0.1102636E+01
  0.1319825E+01  0.1102910E+01
  0.1340034E+01  0.1106697E+01
  0.1360244E+01  0.1109504E+01
  0.1379935E+01  0.1101540E+01
  0.1400144E+01  0.1077109E+01
  0.1419835E+01  0.1041412E+01
  0.1440045E+01  0.1001735E+01
  0.1460254E+01  0.9662155E+00
  0.1479945E+01  0.9366967E+00
  0.1500154E+01  0.9079400E+00
  0.1519846E+01  0.8780470E+00
  0.1540055E+01  0.8448983E+00
  0.1559746E+01  0.8102315E+00
  0.1579955E+01  0.7709149E+00
  0.1600165E+01  0.7277006E+00
  0.1619856E+01  0.6848419E+00
  0.1640065E+01  0.6437197E+00
  0.1659756E+01  0.6081004E+00
  0.1679966E+01  0.5779181E+00
  0.1700175E+01  0.5576388E+00
  0.1719866E+01  0.5482839E+00
  0.1740075E+01  0.5439234E+00
  0.1759767E+01  0.5375259E+00
  0.1779976E+01  0.5270262E+00
  0.1800185E+01  0.5174328E+00
  0.1819876E+01  0.5129499E+00
  0.1840086E+01  0.5108630E+00
  0.1859777E+01  0.5044192E+00
  0.1879986E+01  0.4882575E+00
  0.1900196E+01  0.4643585E+00
  0.1919887E+01  0.4408582E+00
  0.1940096E+01  0.4232302E+00
  0.1959787E+01  0.4138301E+00
  0.1979996E+01  0.4099371E+00
  0.2000206E+01  0.4096909E+00
  0.2019897E+01  0.3946303E+00
  0.2040106E+01  0.3604390E+00
  0.2059797E+01  0.3277363E+00
  0.2080007E+01  0.2986674E+00
  0.2100216E+01  0.2694399E+00
  0.2119907E+01  0.2376547E+00
  0.2140117E+01  0.2017585E+00
  0.2159808E+01  0.1668106E+00
  0.2180017E+01  0.1352421E+00
  0.2200226E+01  0.1084067E+00
  0.2219918E+01  0.8167629E-01
  0.2240127E+01  0.4725949E-01
  0.2259818E+01  0.5430613E-02
  0.2280027E+01 -0.4182254E-01
  0.2300237E+01 -0.8821784E-01
  0.2319928E+01 -0.1317068E+00
  0.2340137E+01 -0.1773720E+00
  0.2359828E+01 -0.2263748E+00
  0.2380038E+01 -0.2850544E+00
  0.2400247E+01 -0.3480716E+00
  0.2419938E+01 -0.3972463E+00
  0.2440147E+01 -0.4229753E+00
  0.2459839E+01 -0.4320708E+00
  0.2480048E+01 -0.4433289E+00
  0.2500257E+01 -0.4653230E+00
  0.2519948E+01 -0.4922155E+00
  0.2540158E+01 -0.5159189E+00
  0.2559849E+01 -0.5297682E+00
  0.2580058E+01 -0.5343739E+00
  0.2599749E+01 -0.5322458E+00
  0.2619959E+01 -0.5252130E+00
  0.2640168E+01 -0.5119973E+00
  0.2659859E+01 -0.4906635E+00
  0.2680069E+01 -0.4605435E+00
  0.2699760E+01 -0.4282025E+00
  0.2719969E+01 -0.3975510E+00
  0.2740178E+01 -0.3707875E+00
  0.2759869E+01 -0.3473383E+00
  0.2780079E+01 -0.3244730E+00
  0.2799770E+01 -0.3010463E+00
  0.2819979E+01 -0.2768098E+00
  0.2840189E+01 -0.2602598E+00
  0.2859880E+01 -0.2574738E+00
  0.2880089E+01 -0.2619291E+00
  0.2899780E+01 -0.2588812E+00
  0.2919990E+01 -0.2394533E+00
  0.2940199E+01 -0.2089808E+00
  0.2959890E+01 -0.1809453E+00
  0.2980099E+01 -0.1628013E+00
  0.2999791E+01 -0.1565352E+00
  0.3020000E+01 -0.1577375E+00
  0.3040209E+01 -0.1622782E+00
  0.3059900E+01 -0.1687428E+00
  0.3080110E+01 -0.1787906E+00
  0.3099801E+01 -0.1913714E+00
  0.3120010E+01 -0.2026542E+00
  0.3140220E+01 -0.2084670E+00
  0.3159911E+01 -0.2100643E+00
  0.3180120E+01 -0.2113328E+00
  0.3199811E+01 -0.2150365E+00
  0.3220020E+01 -0.2231244E+00
  0.3240230E+01 -0.2347818E+00
  0.3259921E+01 -0.2445424E+00
  0.3280130E+01 -0.2471553E+00
  0.3299821E+01 -0.2434722E+00
  0.3320031E+01 -0.2409483E+00
  0.3340240E+01 -0.2439864E+00
  0.3359931E+01 -0.2459830E+00
  0.3380141E+01 -0.2347547E+00
  0.3399832E+01 -0.2040107E+00
  0.3420041E+01 -0.1555116E+00
  0.3440250E+01 -0.1003595E+00
  0.3459942E+01 -0.4981248E-01
  0.3480151E+01 -0.4751124E-02
  0.3499842E+01  0.3500074E-01
  0.3520051E+01  0.7450648E-01
  0.3539742E+01  0.1111762E+00
  0.3559952E+01  0.1456426E+00
  0.3580161E+01  0.1789822E+00
  0.3599852E+01  0.2144090E+00
  0.3620062E+01  0.2561694E+00
  0.3639753E+01  0.3014754E+00
  0.3659962E+01  0.3494007E+00
  0.3680171E+01  0.3930537E+00
  0.3699863E+01  0.4262514E+00
  0.3720072E+01  0.4508283E+00
  0.3739763E+01  0.4718895E+00
  0.3759972E+01  0.4967224E+00
  0.3780182E+01  0.5229732E+00
  0.3799873E+01  0.5418322E+00
  0.3820082E+01  0.5484548E+00
  0.3839773E+01  0.5451523E+00
  0.3859983E+01  0.5406777E+00
  0.3880192E+01  0.5425711E+00
  0.3899883E+01  0.5501252E+00
  0.3920093E+01  0.5559854E+00
  0.3939784E+01  0.5519635E+00
  0.3959993E+01  0.5353636E+00
  0.3980202E+01  0.5086633E+00
  0.3999893E+01  0.4755701E+00
  0.4020103E+01  0.4352429E+00
  0.4039794E+01  0.3906863E+00
  0.4060003E+01  0.3422202E+00
  0.4080213E+01  0.2950405E+00
  0.4099904E+01  0.2547388E+00
  0.4120113E+01  0.2228590E+00
  0.4139804E+01  0.2008897E+00
  0.4160014E+01  0.1824593E+00
  0.4180223E+01  0.1621143E+00
  0.4199914E+01  0.1400220E+00
  0.4220123E+01  0.1207891E+00
  0.4239815E+01  0.1107660E+00
  0.4260024E+01  0.1086075E+00
  0.4280233E+01  0.1078428E+00
  0.4299924E+01  0.1021623E+00
  0.4320134E+01  0.9123806E-01
  0.4339825E+01  0.8205466E-01
  0.4360034E+01  0.8144431E-01
  0.4380243E+01  0.9122528E-01
  0.4399935E+01  0.1059634E+00
  0.4420144E+01  0.1201782E+00
  0.4439835E+01  0.1298689E+00
  0.4460044E+01  0.1348375E+00
  0.4480254E+01  0.1348205E+00
  0.4499945E+01  0.1302052E+00
  0.4520154E+01  0.1212902E+00
  0.4539845E+01  0.1095564E+00
  0.4560055E+01  0.9684130E-01
  0.4579746E+01  0.8806290E-01
  0.4599955E+01  0.8678748E-01
  0.4620165E+01  0.9276009E-01
  0.4639856E+01  0.9960095E-01
  0.4660065E+01  0.1004090E+00
  0.4679756E+01  0.9229277E-01
  0.4699965E+01  0.7731102E-01
  0.4720175E+01  0.5958993E-01
  0.4739866E+01  0.4004928E-01
  0.4760075E+01  0.1338159E-01
  0.4779766E+01 -0.2346052E-01
  0.4799976E+01 -0.7181622E-01
  0.4820185E+01 -0.1243850E+00
  0.4839876E+01 -0.1727010E+00
  0.4860086E+01 -0.2164264E+00
  0.4879777E+01 -0.2548807E+00
  0.4899986E+01 -0.2931388E+00
  0.4920195E+01 -0.3323020E+00
  0.4939887E+01 -0.3719525E+00
  0.4960096E+01 -0.4136208E+00
  0.4979787E+01 -0.4541159E+00
  0.4999996E+01 -0.4946405E+00
  0.5020206E+01 -0.5328749E+00
  0.5039897E+01 -0.5649554E+00
  0.5060106E+01 -0.5875331E+00
  0.5079797E+01 -0.5954235E+00
  0.5100007E+01 -0.5894314E+00
  0.5120216E+01 -0.5748401E+00
  0.5139907E+01 -0.5593141E+00
  0.5160116E+01 -0.5457482E+00
  0.5179808E+01 -0.5333444E+00
  0.5200017E+01 -0.5177125E+00
  0.5220226E+01 -0.4981280E+00
  0.5239917E+01 -0.4783429E+00
  0.5260127E+01 -0.4610343E+00
  0.5279818E+01 -0.4468778E+00
  0.5300027E+01 -0.4307381E+00
  0.5320237E+01 -0.4081169E+00
  0.5339928E+01 -0.3781139E+00
  0.5360137E+01 -0.3407490E+00
  0.5379828E+01 -0.3010427E+00
  0.5400038E+01 -0.2598731E+00
  0.5420247E+01 -0.2200066E+00
  0.5439938E+01 -0.1830982E+00
  0.5460147E+01 -0.1481311E+00
  0.5479838E+01 -0.1186381E+00
  0.5500048E+01 -0.9448521E-01
  0.5520257E+01 -0.7542090E-01
  0.5539948E+01 -0.5793734E-01
  0.5560158E+01 -0.3704344E-01
  0.5579849E+01 -0.1325877E-01
  0.5600058E+01  0.1048318E-01
  0.5619749E+01  0.2708370E-01
  0.5639959E+01  0.3426249E-01
  0.5660168E+01  0.3346605E-01
  0.5679859E+01  0.2922158E-01
  0.5700068E+01  0.2328399E-01
  0.5719760E+01  0.1431792E-01
  0.5739969E+01 -0.4555621E-03
  0.5760178E+01 -0.2012468E-01
  0.5779869E+01 -0.3984761E-01
  0.5800079E+01 -0.5535655E-01
  0.5819770E+01 -0.6249849E-01
  0.5839979E+01 -0.6128236E-01
  0.5860189E+01 -0.5345460E-01
  0.5879880E+01 -0.4185148E-01
  0.5900089E+01 -0.2721396E-01
  0.5919780E+01 -0.1074316E-01
  0.5939989E+01  0.7436300E-02
  0.5960199E+01  0.2471224E-01
  0.5979890E+01  0.3873804E-01
  0.6000099E+01  0.5080324E-01
  0.6019790E+01  0.6413954E-01
  0.6040000E+01  0.8472463E-01
  0.6060209E+01  0.1148828E+00
  0.6079900E+01  0.1511369E+00
  0.6100110E+01  0.1900472E+00
  0.6119801E+01  0.2259520E+00
  0.6140010E+01  0.2608747E+00
  0.6160219E+01  0.2960869E+00
  0.6179911E+01  0.3314261E+00
  0.6200120E+01  0.3668000E+00
  0.6219811E+01  0.3976833E+00
  0.6240020E+01  0.4247365E+00
  0.6260230E+01  0.4490216E+00
  0.6279921E+01  0.4733794E+00
  0.6300130E+01  0.5015559E+00
  0.6319821E+01  0.5317924E+00
  0.6340031E+01  0.5627430E+00
  0.6360240E+01  0.5898334E+00
  0.6379931E+01  0.6098564E+00
  0.6400140E+01  0.6224530E+00
  0.6419832E+01  0.6258939E+00
  0.6440041E+01  0.6187206E+00
  0.6460250E+01  0.5993415E+00
  0.6479941E+01  0.5697133E+00
